Price,Close,High,Low,Open,Volume
Ticker,NQ=F,NQ=F,NQ=F,NQ=F,NQ=F
Datetime,,,,,
2025-12-26 17:00:00+00:00,25880.25,25880.75,25847.75,25873.5,11740
2025-12-26 17:30:00+00:00,25871.75,25881.75,25859.5,25880.0,9956
2025-12-26 18:00:00+00:00,25869.75,25882.5,25854.5,25871.75,8696
2025-12-26 18:30:00+00:00,25891.75,25893.25,25869.0,25869.5,8279
2025-12-26 19:00:00+00:00,25881.25,25899.0,25878.75,25891.75,7635
2025-12-26 19:30:00+00:00,25891.25,25896.0,25873.0,25881.0,10061
2025-12-26 20:00:00+00:00,25873.5,25892.0,25866.0,25890.75,8500
2025-12-26 20:30:00+00:00,25866.75,25879.75,25853.5,25873.5,18554
2025-12-26 21:00:00+00:00,25862.75,25874.0,25858.75,25866.75,5777
2025-12-26 21:30:00+00:00,25863.25,25863.25,25850.75,25862.5,2183
2025-12-28 23:00:00+00:00,25860.75,25872.25,25843.0,25870.5,1472
2025-12-28 23:30:00+00:00,25870.5,25879.0,25858.75,25861.25,1220
2025-12-29 00:00:00+00:00,25861.5,25874.25,25853.75,25870.0,1466
2025-12-29 00:30:00+00:00,25891.25,25893.75,25858.25,25861.25,1849
2025-12-29 01:00:00+00:00,25860.25,25892.5,25859.5,25890.0,1527
2025-12-29 01:30:00+00:00,25842.0,25864.5,25835.5,25859.25,2134
2025-12-29 02:00:00+00:00,25838.75,25849.75,25836.5,25842.5,1019
2025-12-29 02:30:00+00:00,25846.0,25850.0,25821.0,25839.0,1597
2025-12-29 03:00:00+00:00,25831.75,25853.5,25825.0,25844.25,1297
2025-12-29 03:30:00+00:00,25852.75,25854.0,25834.0,25834.0,993
2025-12-29 04:00:00+00:00,25859.75,25861.0,25852.5,25852.5,841
2025-12-29 04:30:00+00:00,25859.75,25868.0,25856.25,25859.0,693
2025-12-29 05:00:00+00:00,25821.5,25856.0,25817.75,25856.0,2584
2025-12-29 05:30:00+00:00,25820.0,25837.5,25818.5,25822.5,1305
2025-12-29 06:00:00+00:00,25835.75,25842.75,25811.0,25820.25,1753
2025-12-29 06:30:00+00:00,25816.25,25839.5,25811.25,25836.0,1065
2025-12-29 07:00:00+00:00,25811.0,25822.75,25785.25,25816.25,2598
2025-12-29 07:30:00+00:00,25800.0,25812.5,25798.75,25811.0,963
2025-12-29 08:00:00+00:00,25777.5,25803.5,25774.0,25800.5,2343
2025-12-29 08:30:00+00:00,25738.75,25783.5,25732.0,25776.75,3352
2025-12-29 09:00:00+00:00,25768.5,25770.5,25738.75,25739.0,2652
2025-12-29 09:30:00+00:00,25762.5,25768.5,25733.75,25768.25,2037
2025-12-29 10:00:00+00:00,25759.75,25769.25,25748.25,25762.5,1620
2025-12-29 10:30:00+00:00,25746.0,25763.25,25744.0,25760.25,1178
2025-12-29 11:00:00+00:00,25745.0,25756.5,25736.0,25747.0,2042
2025-12-29 11:30:00+00:00,25770.25,25775.5,25744.75,25745.0,1589
2025-12-29 12:00:00+00:00,25767.25,25776.75,25758.5,25770.25,1589
2025-12-29 12:30:00+00:00,25746.5,25772.75,25734.25,25767.0,2420
2025-12-29 13:00:00+00:00,25748.5,25762.75,25734.0,25745.5,2834
2025-12-29 13:30:00+00:00,25693.0,25748.75,25660.75,25748.25,8679
2025-12-29 14:00:00+00:00,25707.0,25712.75,25656.75,25694.75,10547
2025-12-29 14:30:00+00:00,25724.5,25819.0,25664.25,25706.75,55173
2025-12-29 15:00:00+00:00,25745.25,25750.0,25661.75,25723.0,32280
2025-12-29 15:30:00+00:00,25702.75,25772.75,25674.25,25745.0,31293
2025-12-29 16:00:00+00:00,25704.5,25717.5,25680.0,25702.5,17599
2025-12-29 16:30:00+00:00,25695.5,25718.25,25680.25,25704.0,15597
2025-12-29 17:00:00+00:00,25658.25,25707.75,25648.0,25695.5,14845
2025-12-29 17:30:00+00:00,25700.0,25706.0,25654.75,25658.75,14246
2025-12-29 18:00:00+00:00,25702.25,25710.0,25680.5,25699.25,11690
2025-12-29 18:30:00+00:00,25694.5,25729.0,25689.5,25702.0,11790
2025-12-29 19:00:00+00:00,25710.75,25712.75,25683.5,25694.0,9761
2025-12-29 19:30:00+00:00,25765.5,25774.25,25709.0,25710.5,18632
2025-12-29 20:00:00+00:00,25750.5,25766.25,25749.0,25765.75,9620
2025-12-29 20:30:00+00:00,25741.0,25758.5,25729.25,25750.0,21425
2025-12-29 21:00:00+00:00,25743.5,25744.75,25727.75,25741.25,5871
2025-12-29 21:30:00+00:00,25744.5,25748.5,25738.75,25743.75,1443
2025-12-29 23:00:00+00:00,25709.5,25747.75,25708.75,25740.0,1579
2025-12-29 23:30:00+00:00,25707.25,25725.75,25705.25,25709.5,1348
2025-12-30 00:00:00+00:00,25721.5,25724.0,25702.0,25707.5,1036
2025-12-30 00:30:00+00:00,25704.5,25727.0,25700.25,25722.25,1500
2025-12-30 01:00:00+00:00,25708.25,25716.5,25696.75,25705.0,1166
2025-12-30 01:30:00+00:00,25724.0,25725.25,25702.5,25707.0,1115
2025-12-30 02:00:00+00:00,25708.0,25728.5,25708.0,25724.5,1205
2025-12-30 02:30:00+00:00,25710.25,25713.0,25700.75,25707.75,787
2025-12-30 03:00:00+00:00,25723.25,25724.0,25709.5,25711.5,798
2025-12-30 03:30:00+00:00,25734.5,25742.0,25722.75,25723.0,1184
2025-12-30 04:00:00+00:00,25745.75,25751.0,25729.0,25736.25,1174
2025-12-30 04:30:00+00:00,25748.25,25752.5,25746.0,25746.25,545
2025-12-30 05:00:00+00:00,25734.5,25748.0,25733.25,25747.5,1227
2025-12-30 05:30:00+00:00,25744.5,25748.0,25721.0,25734.0,1055
2025-12-30 06:00:00+00:00,25715.5,25744.5,25715.5,25744.5,980
2025-12-30 06:30:00+00:00,25726.5,25731.75,25715.25,25716.75,601
2025-12-30 07:00:00+00:00,25696.75,25726.5,25684.75,25725.75,1651
2025-12-30 07:30:00+00:00,25703.75,25706.25,25684.75,25695.5,813
2025-12-30 08:00:00+00:00,25722.0,25730.0,25703.0,25704.25,1518
2025-12-30 08:30:00+00:00,25738.75,25741.25,25721.0,25722.0,1201
2025-12-30 09:00:00+00:00,25749.5,25750.75,25729.25,25739.5,1391
2025-12-30 09:30:00+00:00,25739.0,25752.25,25730.0,25748.5,942
2025-12-30 10:00:00+00:00,25737.75,25745.75,25733.5,25738.75,860
2025-12-30 10:30:00+00:00,25727.25,25741.75,25718.75,25737.75,1351
2025-12-30 11:00:00+00:00,25707.0,25728.5,25702.5,25728.5,1830
2025-12-30 11:30:00+00:00,25732.5,25736.0,25705.0,25707.0,1292
2025-12-30 12:00:00+00:00,25728.0,25743.5,25724.75,25732.5,1412
2025-12-30 12:30:00+00:00,25726.5,25736.5,25712.25,25728.0,1618
2025-12-30 13:00:00+00:00,25733.75,25744.75,25723.5,25726.25,2061
2025-12-30 13:30:00+00:00,25713.75,25735.25,25691.25,25733.25,4826
2025-12-30 14:00:00+00:00,25692.75,25722.25,25688.75,25714.25,5516
2025-12-30 14:30:00+00:00,25756.75,25774.75,25674.25,25692.5,49855
2025-12-30 15:00:00+00:00,25697.5,25761.5,25683.5,25756.0,30156
2025-12-30 15:30:00+00:00,25744.0,25753.25,25681.5,25697.0,22605
2025-12-30 16:00:00+00:00,25774.25,25793.75,25739.5,25744.5,21469
2025-12-30 16:30:00+00:00,25720.5,25776.5,25717.0,25774.0,17144
2025-12-30 17:00:00+00:00,25721.5,25723.75,25699.5,25720.0,14254
2025-12-30 17:30:00+00:00,25728.75,25739.0,25712.0,25721.5,11225
2025-12-30 18:00:00+00:00,25736.75,25739.5,25707.5,25728.75,10072
2025-12-30 18:30:00+00:00,25732.5,25744.25,25718.0,25736.75,9510
2025-12-30 19:00:00+00:00,25736.0,25743.0,25714.5,25732.5,11224
2025-12-30 19:30:00+00:00,25712.0,25741.0,25705.5,25736.0,10474
2025-12-30 20:00:00+00:00,25704.75,25717.75,25682.25,25711.5,12811
2025-12-30 20:30:00+00:00,25677.5,25715.25,25668.25,25704.75,20784
2025-12-30 21:00:00+00:00,25685.75,25691.75,25669.75,25678.0,6989
2025-12-30 21:30:00+00:00,25676.0,25688.5,25673.5,25685.75,1604
2025-12-30 23:00:00+00:00,25664.75,25689.5,25657.25,25683.25,1631
2025-12-30 23:30:00+00:00,25657.0,25667.5,25643.75,25664.5,1483
2025-12-31 00:00:00+00:00,25648.0,25657.0,25634.0,25656.75,1518
2025-12-31 00:30:00+00:00,25614.25,25648.25,25604.75,25647.25,3292
2025-12-31 01:00:00+00:00,25619.0,25624.5,25588.0,25614.0,3507
2025-12-31 01:30:00+00:00,25618.0,25623.25,25608.0,25618.0,1200
2025-12-31 02:00:00+00:00,25629.0,25631.25,25611.5,25617.5,1414
2025-12-31 02:30:00+00:00,25626.25,25635.75,25605.0,25629.25,2052
2025-12-31 03:00:00+00:00,25614.0,25633.5,25614.0,25626.25,719
2025-12-31 03:30:00+00:00,25615.75,25616.75,25606.75,25614.75,751
2025-12-31 04:00:00+00:00,25626.75,25633.75,25615.75,25616.75,912
2025-12-31 04:30:00+00:00,25619.0,25629.75,25614.0,25626.25,611
2025-12-31 05:00:00+00:00,25621.0,25623.75,25612.5,25620.5,813
2025-12-31 05:30:00+00:00,25599.0,25626.25,25593.75,25621.25,1302
2025-12-31 06:00:00+00:00,25585.0,25606.0,25579.25,25599.0,1630
2025-12-31 06:30:00+00:00,25596.0,25597.25,25584.75,25585.0,889
2025-12-31 07:00:00+00:00,25599.5,25602.25,25576.5,25595.5,1899
2025-12-31 07:30:00+00:00,25598.25,25609.75,25591.0,25600.5,1404
2025-12-31 08:00:00+00:00,25578.25,25603.5,25577.75,25597.25,1761
2025-12-31 08:30:00+00:00,25559.0,25580.25,25552.5,25577.75,2629
2025-12-31 09:00:00+00:00,25570.25,25584.75,25555.75,25558.5,2567
2025-12-31 09:30:00+00:00,25569.5,25580.0,25567.5,25569.5,888
2025-12-31 10:00:00+00:00,25585.75,25587.0,25561.0,25569.25,1130
2025-12-31 10:30:00+00:00,25584.5,25591.5,25576.0,25585.5,820
2025-12-31 11:00:00+00:00,25595.75,25599.0,25581.5,25585.0,1086
2025-12-31 11:30:00+00:00,25609.5,25611.75,25594.0,25595.25,1275
2025-12-31 12:00:00+00:00,25622.75,25628.75,25598.25,25609.25,2184
2025-12-31 12:30:00+00:00,25629.0,25632.0,25620.0,25622.5,1659
2025-12-31 13:00:00+00:00,25647.25,25650.0,25621.75,25629.25,2343
2025-12-31 13:30:00+00:00,25703.0,25714.75,25641.25,25649.0,7724
2025-12-31 14:00:00+00:00,25678.75,25716.75,25678.5,25702.75,5823
2025-12-31 14:30:00+00:00,25605.5,25692.0,25581.5,25678.5,44914
2025-12-31 15:00:00+00:00,25602.5,25618.0,25568.0,25606.25,24570
2025-12-31 15:30:00+00:00,25555.0,25608.75,25542.5,25602.25,17874
2025-12-31 16:00:00+00:00,25596.0,25597.5,25552.75,25554.25,13836
2025-12-31 16:30:00+00:00,25605.0,25607.5,25572.0,25596.5,13476
2025-12-31 17:00:00+00:00,25587.25,25606.5,25568.0,25605.0,11817
2025-12-31 17:30:00+00:00,25581.5,25604.75,25571.75,25587.0,10367
2025-12-31 18:00:00+00:00,25603.25,25604.75,25572.5,25581.5,8816
2025-12-31 18:30:00+00:00,25614.25,25629.5,25596.5,25603.5,11398
2025-12-31 19:00:00+00:00,25582.0,25634.5,25580.5,25614.5,11003
2025-12-31 19:30:00+00:00,25535.75,25585.25,25532.0,25582.0,17952
2025-12-31 20:00:00+00:00,25478.0,25539.5,25471.75,25535.75,20662
2025-12-31 20:30:00+00:00,25455.25,25513.5,25444.5,25478.0,36557
2025-12-31 21:00:00+00:00,25445.0,25471.5,25440.0,25455.0,13523
2025-12-31 21:30:00+00:00,25434.75,25445.5,25429.0,25445.0,3150
2026-01-02 05:00:00+00:00,25630.25,25633.25,25612.5,25625.75,1446
2026-01-02 05:30:00+00:00,25639.0,25644.0,25621.5,25631.0,1613
2026-01-02 06:00:00+00:00,25639.5,25644.0,25634.0,25638.25,959
2026-01-02 06:30:00+00:00,25636.5,25650.0,25634.5,25639.5,1295
2026-01-02 07:00:00+00:00,25637.25,25647.5,25624.75,25636.25,1704
2026-01-02 07:30:00+00:00,25637.5,25643.75,25627.0,25637.25,1194
2026-01-02 08:00:00+00:00,25687.5,25701.0,25637.0,25637.75,5648
2026-01-02 08:30:00+00:00,25710.25,25718.5,25676.0,25687.75,3102
2026-01-02 09:00:00+00:00,25732.75,25740.5,25705.25,25709.0,3952
2026-01-02 09:30:00+00:00,25733.0,25737.0,25721.75,25733.75,2287
2026-01-02 10:00:00+00:00,25717.0,25737.25,25712.25,25734.0,1951
2026-01-02 10:30:00+00:00,25730.75,25736.5,25707.5,25716.5,1750
2026-01-02 11:00:00+00:00,25717.5,25742.75,25714.0,25730.25,2123
2026-01-02 11:30:00+00:00,25727.25,25729.25,25716.5,25717.25,1493
2026-01-02 12:00:00+00:00,25694.5,25727.25,25680.0,25726.25,4305
2026-01-02 12:30:00+00:00,25703.0,25705.5,25687.5,25695.25,2144
2026-01-02 13:00:00+00:00,25697.75,25709.0,25688.0,25703.25,2773
2026-01-02 13:30:00+00:00,25692.75,25703.0,25679.25,25697.0,4236
2026-01-02 14:00:00+00:00,25687.0,25707.0,25662.25,25692.0,9257
2026-01-02 14:30:00+00:00,25733.0,25803.75,25638.25,25686.75,68814
2026-01-02 15:00:00+00:00,25490.25,25780.0,25457.25,25733.75,66328
2026-01-02 15:30:00+00:00,25375.0,25604.5,25360.5,25490.0,57083
2026-01-02 16:00:00+00:00,25376.75,25406.25,25294.25,25375.75,50178
2026-01-02 16:30:00+00:00,25341.5,25427.25,25303.5,25376.0,35706
2026-01-02 17:00:00+00:00,25385.5,25405.5,25315.25,25341.25,18868
2026-01-02 17:30:00+00:00,25323.75,25400.75,25310.75,25388.25,21488
2026-01-02 18:00:00+00:00,25332.5,25363.75,25305.25,25323.5,16891
2026-01-02 18:30:00+00:00,25295.0,25351.75,25265.25,25332.75,20038
2026-01-02 19:00:00+00:00,25411.0,25420.0,25288.5,25294.5,21544
2026-01-02 19:30:00+00:00,25399.5,25457.0,25387.25,25410.75,21314
2026-01-02 20:00:00+00:00,25432.0,25450.5,25387.5,25399.5,15113
2026-01-02 20:30:00+00:00,25386.0,25440.25,25362.0,25431.5,34537
2026-01-02 21:00:00+00:00,25395.0,25415.0,25381.5,25386.0,10878
2026-01-02 21:30:00+00:00,25385.25,25401.25,25379.25,25395.0,1777
2026-01-04 23:00:00+00:00,25459.25,25463.25,25408.0,25426.75,2854
2026-01-04 23:30:00+00:00,25457.0,25461.75,25417.5,25459.0,3919
2026-01-05 00:00:00+00:00,25469.25,25479.5,25448.25,25459.25,3956
2026-01-05 00:30:00+00:00,25466.75,25472.5,25434.75,25470.0,2657
2026-01-05 01:00:00+00:00,25468.75,25487.5,25450.0,25467.0,4007
2026-01-05 01:30:00+00:00,25458.25,25486.0,25452.0,25468.5,2785
2026-01-05 02:00:00+00:00,25466.25,25483.25,25459.0,25459.25,1692
2026-01-05 02:30:00+00:00,25474.0,25480.0,25452.25,25466.75,1609
2026-01-05 03:00:00+00:00,25474.75,25482.75,25467.25,25474.25,1202
2026-01-05 03:30:00+00:00,25464.0,25473.75,25457.5,25473.5,1029
2026-01-05 04:00:00+00:00,25462.5,25472.5,25457.75,25463.75,949
2026-01-05 04:30:00+00:00,25486.25,25491.75,25461.0,25462.25,1422
2026-01-05 05:00:00+00:00,25479.0,25488.5,25465.5,25488.0,1434
2026-01-05 05:30:00+00:00,25495.25,25497.0,25475.25,25479.75,1270
2026-01-05 06:00:00+00:00,25479.25,25504.25,25478.0,25494.5,1672
2026-01-05 06:30:00+00:00,25506.25,25507.25,25468.75,25479.75,1593
2026-01-05 07:00:00+00:00,25471.25,25509.0,25460.25,25506.25,1993
2026-01-05 07:30:00+00:00,25478.0,25483.5,25455.0,25470.25,1690
2026-01-05 08:00:00+00:00,25537.5,25556.75,25467.75,25478.0,5080
2026-01-05 08:30:00+00:00,25512.0,25544.75,25507.5,25536.5,2586
2026-01-05 09:00:00+00:00,25499.5,25532.25,25495.75,25511.25,2481
2026-01-05 09:30:00+00:00,25512.0,25524.5,25496.0,25498.0,1731
2026-01-05 10:00:00+00:00,25544.25,25555.0,25511.25,25512.25,2148
2026-01-05 10:30:00+00:00,25553.75,25559.0,25534.0,25544.5,1760
2026-01-05 11:00:00+00:00,25548.5,25567.75,25544.0,25554.25,1762
2026-01-05 11:30:00+00:00,25567.5,25577.0,25548.0,25548.25,2067
2026-01-05 12:00:00+00:00,25559.5,25588.25,25557.5,25567.5,2419
2026-01-05 12:30:00+00:00,25557.25,25572.25,25544.5,25560.0,2681
2026-01-05 13:00:00+00:00,25537.5,25572.25,25520.25,25558.25,4592
2026-01-05 13:30:00+00:00,25576.0,25592.75,25537.75,25537.75,5889
2026-01-05 14:00:00+00:00,25642.75,25647.0,25575.5,25576.0,13611
2026-01-05 14:30:00+00:00,25599.75,25672.5,25538.75,25642.75,86459
2026-01-05 15:00:00+00:00,25673.0,25683.75,25566.0,25593.25,42745
2026-01-05 15:30:00+00:00,25665.0,25690.5,25637.0,25674.25,29252
2026-01-05 16:00:00+00:00,25683.5,25696.75,25651.25,25665.25,22957
2026-01-05 16:30:00+00:00,25658.25,25708.0,25657.0,25683.25,21893
2026-01-05 17:00:00+00:00,25629.25,25673.5,25615.25,25659.0,24163
2026-01-05 17:30:00+00:00,25626.75,25635.0,25607.5,25629.5,17439
2026-01-05 18:00:00+00:00,25605.25,25632.25,25557.0,25627.0,23243
2026-01-05 18:30:00+00:00,25612.75,25625.5,25589.0,25605.25,13390
2026-01-05 19:00:00+00:00,25585.5,25618.75,25584.0,25612.75,11653
2026-01-05 19:30:00+00:00,25577.5,25591.25,25549.5,25585.5,19121
2026-01-05 20:00:00+00:00,25600.5,25605.25,25565.0,25577.0,13608
2026-01-05 20:30:00+00:00,25587.0,25613.0,25566.0,25600.5,29264
2026-01-05 21:00:00+00:00,25584.5,25590.75,25573.25,25586.75,7755
2026-01-05 21:30:00+00:00,25578.25,25588.5,25576.25,25585.25,1571
2026-01-05 23:00:00+00:00,25587.5,25598.75,25577.75,25583.0,1218
2026-01-05 23:30:00+00:00,25565.5,25588.0,25560.75,25587.75,2080
2026-01-06 00:00:00+00:00,25572.25,25582.25,25554.25,25566.0,2397
2026-01-06 00:30:00+00:00,25563.25,25574.25,25552.25,25571.75,1690
2026-01-06 01:00:00+00:00,25594.25,25598.5,25555.25,25563.5,2473
2026-01-06 01:30:00+00:00,25597.5,25602.75,25590.75,25593.25,1425
2026-01-06 02:00:00+00:00,25603.5,25608.0,25592.25,25598.0,1332
2026-01-06 02:30:00+00:00,25623.5,25625.5,25600.75,25604.0,1494
2026-01-06 03:00:00+00:00,25622.25,25629.25,25620.5,25623.75,931
2026-01-06 03:30:00+00:00,25620.25,25627.25,25616.0,25623.0,962
2026-01-06 04:00:00+00:00,25640.5,25640.75,25620.5,25620.75,1338
2026-01-06 04:30:00+00:00,25647.0,25647.0,25632.5,25640.75,1878
2026-01-06 05:00:00+00:00,25647.5,25653.25,25641.5,25643.5,1030
2026-01-06 05:30:00+00:00,25642.75,25650.5,25638.5,25647.75,744
2026-01-06 06:00:00+00:00,25661.0,25668.0,25641.75,25643.0,1520
2026-01-06 06:30:00+00:00,25668.25,25674.25,25660.5,25661.75,1067
2026-01-06 07:00:00+00:00,25653.0,25670.0,25649.25,25669.5,1005
2026-01-06 07:30:00+00:00,25646.75,25657.75,25642.25,25653.0,908
2026-01-06 08:00:00+00:00,25554.5,25647.75,25546.75,25647.5,6008
2026-01-06 08:30:00+00:00,25572.25,25578.25,25527.5,25553.75,4941
2026-01-06 09:00:00+00:00,25572.0,25587.5,25557.0,25572.5,2976
2026-01-06 09:30:00+00:00,25586.75,25608.0,25564.25,25569.5,2773
2026-01-06 10:00:00+00:00,25580.25,25591.5,25571.75,25585.5,1383
2026-01-06 10:30:00+00:00,25592.0,25597.0,25577.0,25578.25,1146
2026-01-06 11:00:00+00:00,25592.0,25605.25,25590.25,25593.5,1445
2026-01-06 11:30:00+00:00,25596.75,25610.25,25590.5,25592.5,1664
2026-01-06 12:00:00+00:00,25616.0,25617.25,25591.5,25596.0,1749
2026-01-06 12:30:00+00:00,25641.25,25649.0,25611.5,25615.5,3141
2026-01-06 13:00:00+00:00,25625.0,25650.5,25619.75,25640.25,3675
2026-01-06 13:30:00+00:00,25616.5,25637.25,25590.5,25624.0,4922
2026-01-06 14:00:00+00:00,25635.75,25638.5,25592.5,25616.75,8142
2026-01-06 14:30:00+00:00,25753.0,25761.25,25608.0,25635.75,76965
2026-01-06 15:00:00+00:00,25760.25,25779.0,25726.5,25753.0,39004
2026-01-06 15:30:00+00:00,25687.5,25767.0,25676.75,25766.75,39193
2026-01-06 16:00:00+00:00,25676.25,25706.75,25644.75,25687.0,36997
2026-01-06 16:30:00+00:00,25695.5,25697.75,25658.75,25676.75,24543
2026-01-06 17:00:00+00:00,25735.0,25743.0,25674.5,25696.0,21268
2026-01-06 17:30:00+00:00,25760.25,25772.5,25735.0,25735.5,22236
2026-01-06 18:00:00+00:00,25759.5,25779.0,25745.0,25759.75,13929
2026-01-06 18:30:00+00:00,25800.0,25805.75,25750.0,25759.75,17644
2026-01-06 19:00:00+00:00,25809.0,25814.5,25794.0,25805.0,14103
2026-01-06 19:30:00+00:00,25809.75,25821.0,25806.25,25809.0,10614
2026-01-06 20:00:00+00:00,25815.75,25824.0,25802.0,25812.25,11173
2026-01-06 20:30:00+00:00,25834.75,25837.75,25812.25,25813.5,21035
2026-01-06 21:00:00+00:00,25822.75,25826.75,25817.0,25818.5,18532
2026-01-06 21:30:00+00:00,25831.25,25833.0,25818.5,25822.75,1960
2026-01-06 23:00:00+00:00,25825.25,25844.75,25820.0,25831.25,1252
2026-01-06 23:30:00+00:00,25824.75,25831.0,25815.5,25825.0,1568
2026-01-07 00:00:00+00:00,25831.5,25842.25,25820.75,25825.25,2562
2026-01-07 00:30:00+00:00,25829.5,25838.75,25819.0,25831.5,1818
2026-01-07 01:00:00+00:00,25815.5,25835.0,25812.0,25828.75,1929
2026-01-07 01:30:00+00:00,25817.5,25829.75,25811.5,25815.75,1764
2026-01-07 02:00:00+00:00,25809.25,25832.75,25808.5,25815.75,1688
